disease_names,where,count
Corneal_dystrophy-perceptive_deafness_syndrome;Inborn_genetic_diseases;Corneal_dystrophy,center,1
Corneal_dystrophy-perceptive_deafness_syndrome;SLC4A11-related_disorder;Corneal_dystrophy,center,3
"Corneal_dystrophy;Congenital_hereditary_endothelial_dystrophy_of_cornea;Corneal_dystrophy-perceptive_deafness_syndrome;Corneal_dystrophy,_Fuchs_endothelial,_4",center,1
Corneal_dystrophy;Corneal_dystrophy-perceptive_deafness_syndrome,center,12
"Corneal_dystrophy;Corneal_dystrophy-perceptive_deafness_syndrome;Corneal_dystrophy,_Fuchs_endothelial,_4;Congenital_hereditary_endothelial_dystrophy_of_cornea",center,1
Corneal_dystrophy;Inborn_genetic_diseases;Corneal_dystrophy-perceptive_deafness_syndrome,center,2
Corneal_dystrophy;SLC4A11-related_disorder;Corneal_dystrophy-perceptive_deafness_syndrome,center,1
Craniofacial-deafness-hand_syndrome,center,2
Craniofacial-deafness-hand_syndrome;Alveolar_rhabdomyosarcoma;Waardenburg_syndrome_type_1;Waardenburg_syndrome_type_3;Waardenburg_syndrome,center,1
Craniofacial-deafness-hand_syndrome;Waardenburg_syndrome,center,11
Craniofacial-deafness-hand_syndrome;Waardenburg_syndrome_type_1;Waardenburg_syndrome_type_3,center,1
"Cryopyrin_associated_periodic_syndrome;Autoinflammatory_syndrome;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Familial_cold_autoinflammatory_syndrome_1",center,1
"Cryopyrin_associated_periodic_syndrome;Autoinflammatory_syndrome;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Familial_cold_autoinflammatory_syndrome_1",center,1
"Cryopyrin_associated_periodic_syndrome;Autoinflammatory_syndrome;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Familial_cold_autoinflammatory_syndrome_1;Focal_segmental_glomerulosclerosis",center,1
"Cryopyrin_associated_periodic_syndrome;Autoinflammatory_syndrome;Familial_cold_autoinflammatory_syndrome_1;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome",center,2
"Cryopyrin_associated_periodic_syndrome;Autoinflammatory_syndrome;Keratitis_fugax_hereditaria;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Familial_cold_autoinflammatory_syndrome_1;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Inborn_genetic_diseases;Cleft_palate",center,1
"Cryopyrin_associated_periodic_syndrome;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Familial_cold_autoinflammatory_syndrome_1",center,4
"Cryopyrin_associated_periodic_syndrome;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Familial_cold_autoinflammatory_syndrome_1;Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Keratitis_fugax_hereditaria",center,1
"Cryopyrin_associated_periodic_syndrome;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Familial_cold_autoinflammatory_syndrome_1;Familial_amyloid_nephropathy_with_urticaria_AND_deafness",center,6
"Cryopyrin_associated_periodic_syndrome;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Keratitis_fugax_hereditaria;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Familial_cold_autoinflammatory_syndrome_1;Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation",center,1
"Cryopyrin_associated_periodic_syndrome;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Keratitis_fugax_hereditaria;Familial_cold_autoinflammatory_syndrome_1;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation",center,1
"Cryopyrin_associated_periodic_syndrome;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Keratitis_fugax_hereditaria;Familial_cold_autoinflammatory_syndrome_1;Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Familial_amyloid_nephropathy_with_urticaria_AND_deafness",center,3
"Cryopyrin_associated_periodic_syndrome;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Keratitis_fugax_hereditaria;Familial_cold_autoinflammatory_syndrome_1;Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;NLRP3-related_disorder",center,1
"Cryopyrin_associated_periodic_syndrome;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Keratitis_fugax_hereditaria;Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Familial_cold_autoinflammatory_syndrome_1",center,3
Cryopyrin_associated_periodic_syndrome;Familial_amyloid_nephropathy_with_urticaria_AND_deafness,center,2
"Cryopyrin_associated_periodic_syndrome;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Familial_cold_autoinflammatory_syndrome_1",center,1
"Cryopyrin_associated_periodic_syndrome;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Familial_cold_autoinflammatory_syndrome_1;Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Keratitis_fugax_hereditaria;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome",center,4
"Cryopyrin_associated_periodic_syndrome;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Familial_cold_autoinflammatory_syndrome_1;Keratitis_fugax_hereditaria;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation",center,1
"Cryopyrin_associated_periodic_syndrome;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Keratitis_fugax_hereditaria;Familial_cold_autoinflammatory_syndrome_1",center,3
"Cryopyrin_associated_periodic_syndrome;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Keratitis_fugax_hereditaria;Familial_cold_autoinflammatory_syndrome_1;Inborn_genetic_diseases",center,1
"Cryopyrin_associated_periodic_syndrome;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Familial_cold_autoinflammatory_syndrome_1;Keratitis_fugax_hereditaria;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome",center,3
"Cryopyrin_associated_periodic_syndrome;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Keratitis_fugax_hereditaria;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Familial_cold_autoinflammatory_syndrome_1",center,3
"Cryopyrin_associated_periodic_syndrome;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Keratitis_fugax_hereditaria;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Familial_cold_autoinflammatory_syndrome_1;Autoinflammatory_syndrome",center,1
"Cryopyrin_associated_periodic_syndrome;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Keratitis_fugax_hereditaria;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Familial_cold_autoinflammatory_syndrome_1;Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation",center,1
"Cryopyrin_associated_periodic_syndrome;Familial_cold_autoinflammatory_syndrome_1;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Familial_amyloid_nephropathy_with_urticaria_AND_deafness",center,1
Cryopyrin_associated_periodic_syndrome;Familial_cold_autoinflammatory_syndrome_1;Familial_amyloid_nephropathy_with_urticaria_AND_deafness,center,1
"Cryopyrin_associated_periodic_syndrome;Familial_cold_autoinflammatory_syndrome_1;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome",center,1
"Cryopyrin_associated_periodic_syndrome;Familial_cold_autoinflammatory_syndrome_1;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Keratitis_fugax_hereditaria",center,1
"Cryopyrin_associated_periodic_syndrome;Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Keratitis_fugax_hereditaria;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Familial_cold_autoinflammatory_syndrome_1",center,2
"Cryopyrin_associated_periodic_syndrome;Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Keratitis_fugax_hereditaria;Familial_cold_autoinflammatory_syndrome_1;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;NLRP3-related_disorder",center,1
"Cryopyrin_associated_periodic_syndrome;Inborn_genetic_diseases;Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Keratitis_fugax_hereditaria;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Familial_cold_autoinflammatory_syndrome_1",center,1
"Cryopyrin_associated_periodic_syndrome;Keratitis_fugax_hereditaria;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Familial_cold_autoinflammatory_syndrome_1;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome",center,1
"Cryopyrin_associated_periodic_syndrome;NLRP3-related_disorder;Autoinflammatory_syndrome;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Familial_cold_autoinflammatory_syndrome_1;Familial_amyloid_nephropathy_with_urticaria_AND_deafness",center,1
"Cryopyrin_associated_periodic_syndrome;NLRP3-related_disorder;Autoinflammatory_syndrome;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Keratitis_fugax_hereditaria;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Familial_cold_autoinflammatory_syndrome_1;Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Hearing_impairment",center,1
"Cryopyrin_associated_periodic_syndrome;NLRP3-related_disorder;Autoinflammatory_syndrome;Familial_cold_autoinflammatory_syndrome_1;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Familial_amyloid_nephropathy_with_urticaria_AND_deafness",center,1
"Cryopyrin_associated_periodic_syndrome;NLRP3-related_disorder;Autoinflammatory_syndrome;Kidney_disorder;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Familial_cold_autoinflammatory_syndrome_1;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome",center,1
"Cryopyrin_associated_periodic_syndrome;NLRP3-related_disorder;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Familial_cold_autoinflammatory_syndrome_1;Familial_amyloid_nephropathy_with_urticaria_AND_deafness",center,1
DCDC2-related_disorder;Autosomal_recessive_nonsyndromic_hearing_loss_66;Isolated_neonatal_sclerosing_cholangitis,center,5
DCDC2-related_disorder;Autosomal_recessive_nonsyndromic_hearing_loss_66;Isolated_neonatal_sclerosing_cholangitis;Inborn_genetic_diseases,center,1
DCDC2-related_disorder;Autosomal_recessive_nonsyndromic_hearing_loss_66;Isolated_neonatal_sclerosing_cholangitis;Nephronophthisis_19,center,1
DCDC2-related_disorder;Isolated_neonatal_sclerosing_cholangitis;Autosomal_recessive_nonsyndromic_hearing_loss_66,center,2
DCDC2-related_disorder;Isolated_neonatal_sclerosing_cholangitis;Autosomal_recessive_nonsyndromic_hearing_loss_66;Nephronophthisis_19,center,3
DCDC2-related_disorder;Isolated_neonatal_sclerosing_cholangitis;Nephronophthisis_19;Autosomal_recessive_nonsyndromic_hearing_loss_66,center,1
DIABLO-Related_Hearing_Loss,center,1
DNMT1-related_disorder;Hereditary_sensory_neuropathy-deafness-dementia_syndrome,center,16
DNMT1-related_disorder;Hereditary_sensory_neuropathy-deafness-dementia_syndrome;Inborn_genetic_diseases,center,1
DNMT1-related_disorder;Inborn_genetic_diseases;Hereditary_sensory_neuropathy-deafness-dementia_syndrome,center,1
Deafness,center,10
"Deafness,_X-linked_5",center,18
"Deafness,_X-linked_5;Charcot-Marie-Tooth_Neuropathy_X;Combined_oxidative_phosphorylation_deficiency",center,4
"Deafness,_X-linked_5;Inborn_genetic_diseases",center,1
"Deafness,_X-linked_5;Severe_X-linked_mitochondrial_encephalomyopathy;Combined_oxidative_phosphorylation_deficiency;Charcot-Marie-Tooth_Neuropathy_X",center,1
"Deafness,_X-linked_5;Spondyloepimetaphyseal_dysplasia,_Bieganski_type;Charcot-Marie-Tooth_disease_X-linked_recessive_4;Severe_X-linked_mitochondrial_encephalomyopathy;Charcot-Marie-Tooth_Neuropathy_X;Combined_oxidative_phosphorylation_deficiency",center,1
"Deafness,_Y-linked_2",center,1
"Deafness,_Y-linked_2;TBL1Y-related_disorder",center,1
"Deafness,_autosomal_dominant",center,1
"Deafness,_autosomal_dominant,_with_peripheral_neuropathy;Hearing_impairment",center,1
"Deafness,_autosomal_dominant_39,_with_dentinogenesis_imperfecta_1",center,5
"Deafness,_autosomal_dominant_39,_with_dentinogenesis_imperfecta_1;Denticles;Dentinogenesis_imperfecta_type_2;Dentinogenesis_imperfecta_type_3",center,2
"Deafness,_autosomal_dominant_39,_with_dentinogenesis_imperfecta_1;Dentinogenesis_imperfecta_type_2;Denticles;Dentinogenesis_imperfecta_type_3",center,2
"Deafness,_autosomal_dominant_39,_with_dentinogenesis_imperfecta_1;Dentinogenesis_imperfecta_type_3;Denticles;Dentinogenesis_imperfecta_type_2",center,1
"Deafness,_autosomal_dominant_39,_with_dentinogenesis_imperfecta_1;Inborn_genetic_diseases",center,2
"Deafness,_autosomal_dominant_nonsyndromic_sensorineural_39,_with_dentinogenesis_imperfecta_1",center,1
"Deafness,_autosomal_recessive_26,_modifier_of",center,1
"Deafness,_autosomal_recessive_36,_without_vestibular_involvement",center,1
"Deafness,_cataract,_impaired_intellectual_development,_and_polyneuropathy;Neurodevelopmental_delay;Severe_sensorineural_hearing_impairment;Developmental_cataract",center,1
"Deafness,_congenital,_and_adult-onset_progressive_leukoencephalopathy",center,1
"Deafness,_congenital_heart_defects,_and_posterior_embryotoxon",center,1
"Deafness,_congenital_heart_defects,_and_posterior_embryotoxon;Alagille_syndrome_due_to_a_JAG1_point_mutation;Charcot-Marie-Tooth_disease,_axonal,_Type_2HH;Tetralogy_of_Fallot",center,1
"Deafness,_congenital_heart_defects,_and_posterior_embryotoxon;Alagille_syndrome_due_to_a_JAG1_point_mutation;Tetralogy_of_Fallot",center,1
"Deafness,_congenital_heart_defects,_and_posterior_embryotoxon;Alagille_syndrome_due_to_a_JAG1_point_mutation;Tetralogy_of_Fallot;Charcot-Marie-Tooth_disease,_axonal,_Type_2HH",center,35
"Deafness,_congenital_heart_defects,_and_posterior_embryotoxon;Alagille_syndrome_due_to_a_JAG1_point_mutation;Tetralogy_of_Fallot;Charcot-Marie-Tooth_disease,_axonal,_Type_2HH;Cardiovascular_phenotype;Isolated_Nonsyndromic_Congenital_Heart_Disease",center,1
"Deafness,_congenital_heart_defects,_and_posterior_embryotoxon;Alagille_syndrome_due_to_a_JAG1_point_mutation;Tetralogy_of_Fallot;Charcot-Marie-Tooth_disease,_axonal,_Type_2HH;Isolated_Nonsyndromic_Congenital_Heart_Disease",center,1
"Deafness,_congenital_heart_defects,_and_posterior_embryotoxon;Alagille_syndrome_due_to_a_JAG1_point_mutation;Tetralogy_of_Fallot;Charcot-Marie-Tooth_disease,_axonal,_Type_2HH;JAG1-related_disorder;Cardiovascular_phenotype",center,1
"Deafness,_congenital_heart_defects,_and_posterior_embryotoxon;Alagille_syndrome_due_to_a_JAG1_point_mutation;Tetralogy_of_Fallot;Isolated_Nonsyndromic_Congenital_Heart_Disease",center,1
"Deafness,_congenital_heart_defects,_and_posterior_embryotoxon;Charcot-Marie-Tooth_disease,_axonal,_Type_2HH;Alagille_syndrome_due_to_a_JAG1_point_mutation;Tetralogy_of_Fallot;JAG1-related_disorder",center,2
"Deafness,_congenital_heart_defects,_and_posterior_embryotoxon;Charcot-Marie-Tooth_disease,_axonal,_Type_2HH;Tetralogy_of_Fallot;Alagille_syndrome_due_to_a_JAG1_point_mutation;See_cases",center,1
"Deafness,_congenital_heart_defects,_and_posterior_embryotoxon;Tetralogy_of_Fallot;Alagille_syndrome_due_to_a_JAG1_point_mutation;Charcot-Marie-Tooth_disease,_axonal,_Type_2HH",center,1
"Deafness,_congenital_heart_defects,_and_posterior_embryotoxon;Tetralogy_of_Fallot;Charcot-Marie-Tooth_disease,_axonal,_Type_2HH;Alagille_syndrome_due_to_a_JAG1_point_mutation",center,1
"Deafness,_digenic,_GJB2/GJB3",center,1
"Deafness,_mitochondrial,_modifier_of;Acute_infantile_liver_failure_due_to_synthesis_defect_of_mtDNA-encoded_proteins;Aminoglycoside-induced_deafness",center,1
"Deafness,_neurosensory_autosomal_recessive_21",center,2
"Deafness,_without_vestibular_involvement,_autosomal_dominant",center,2
"Deafness,_without_vestibular_involvement,_autosomal_dominant;Autosomal_recessive_nonsyndromic_hearing_loss_36",center,1
Deafness-infertility_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_16,center,1
Deafness-infertility_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_16;Spermatogenic_failure_7;Rare_genetic_deafness;STRC-related_disorder,center,1
Deafness-infertility_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_16;Spermatogenic_failure_7;STRC-related_disorder;Rare_genetic_deafness,center,1
Deafness-infertility_syndrome;Rare_genetic_deafness,center,1
Deafness-infertility_syndrome;Spermatogenic_failure_7;Autosomal_recessive_nonsyndromic_hearing_loss_16,center,1
"Deafness-intellectual_disability,_Martin-Probst_type_syndrome",center,3
Deafness-lymphedema-leukemia_syndrome,center,53
Deafness-lymphedema-leukemia_syndrome;Acute_myeloid_leukemia,center,1
Deafness-lymphedema-leukemia_syndrome;GATA2-related_disorder;Monocytopenia_with_susceptibility_to_infections,center,1
Deafness-lymphedema-leukemia_syndrome;GATA2_deficiency_with_susceptibility_to_MDS/AML,center,14
Deafness-lymphedema-leukemia_syndrome;GATA2_deficiency_with_susceptibility_to_MDS/AML;Hereditary_cancer-predisposing_syndrome;Monocytopenia_with_susceptibility_to_infections,center,1
Deafness-lymphedema-leukemia_syndrome;GATA2_deficiency_with_susceptibility_to_MDS/AML;Inborn_genetic_diseases;Monocytopenia_with_susceptibility_to_infections,center,1
Deafness-lymphedema-leukemia_syndrome;GATA2_deficiency_with_susceptibility_to_MDS/AML;Monocytopenia_with_susceptibility_to_infections,center,14
Deafness-lymphedema-leukemia_syndrome;Inborn_genetic_diseases,center,2
Deafness-lymphedema-leukemia_syndrome;Inborn_genetic_diseases;Monocytopenia_with_susceptibility_to_infections,center,2
Deafness-lymphedema-leukemia_syndrome;Monocytopenia_with_susceptibility_to_infections,center,628
Deafness-lymphedema-leukemia_syndrome;Monocytopenia_with_susceptibility_to_infections;Acute_myeloid_leukemia,center,6
Deafness-lymphedema-leukemia_syndrome;Monocytopenia_with_susceptibility_to_infections;Acute_myeloid_leukemia;Inborn_genetic_diseases,center,1
Deafness-lymphedema-leukemia_syndrome;Monocytopenia_with_susceptibility_to_infections;Acute_myeloid_leukemia;Myelodysplastic_syndrome,center,1
