disease_names,mut_type,count
"Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1;Hearing_loss,_autosomal_recessive;Rare_genetic_deafness",SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1;Usher_syndrome,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1;Usher_syndrome;Usher_syndrome_type_1B,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1;Usher_syndrome_type_1B,SNP,2
Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1;Usher_syndrome_type_1B;Nonsyndromic_genetic_hearing_loss,DEL,1
Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1;Usher_syndrome_type_1B;Retinal_dystrophy;Rare_genetic_deafness,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1B;Usher_syndrome_type_1,SNP,3
Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1B;Usher_syndrome_type_1;Retinal_dystrophy,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_2;Ear_malformation,SNP,1
"Autosomal_recessive_nonsyndromic_hearing_loss_2;Hearing_loss,_autosomal_recessive",SNP,2
"Autosomal_recessive_nonsyndromic_hearing_loss_2;Hearing_loss,_autosomal_recessive",DEL,1
"Autosomal_recessive_nonsyndromic_hearing_loss_2;Hearing_loss,_autosomal_recessive;Usher_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1;Intellectual_disability",SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_2;Inborn_genetic_diseases;MYO7A-related_disorder,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_2;Rare_genetic_deafness;Retinal_dystrophy;Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome;Usher_syndrome_type_1B,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_2;Rare_genetic_deafness;Usher_syndrome_type_1B;Retinal_dystrophy;Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_2;Retinal_dystrophy;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1;Usher_syndrome_type_1B,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome,SNP,2
Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1,SNP,62
Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1,DEL,29
Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1,INS,7
Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11,SNP,41
Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11,DEL,2
Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Rare_genetic_deafness,SNP,2
Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Retinal_dystrophy;Usher_syndrome_type_1B,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome,DEL,1
Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome;Retinal_dystrophy,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1B,SNP,5
Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Inborn_genetic_diseases;Usher_syndrome_type_1B;Autosomal_dominant_nonsyndromic_hearing_loss_11,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;MYO7A-related_disorder;Autosomal_dominant_nonsyndromic_hearing_loss_11,SNP,3
"Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;MYO7A-related_disorder;Autosomal_dominant_nonsyndromic_hearing_loss_11;Hearing_loss,_autosomal_recessive",SNP,1
"Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;MYO7A-related_disorder;Rare_genetic_deafness;Retinal_dystrophy;Autosomal_dominant_nonsyndromic_hearing_loss_11;Hearing_loss,_autosomal_recessive;Usher_syndrome_type_1B",SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;MYO7A-related_disorder;Usher_syndrome_type_1B,INS,1
"Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Nonsyndromic_genetic_hearing_loss;Usher_syndrome_type_1B;Autosomal_dominant_nonsyndromic_hearing_loss_11;Hearing_loss,_autosomal_recessive",SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Rare_genetic_deafness,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Rare_genetic_deafness;Usher_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1B,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Retinal_dystrophy;Autosomal_dominant_nonsyndromic_hearing_loss_11,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Usher_syndrome,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Usher_syndrome;Rare_genetic_deafness;Usher_syndrome_type_1B,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Usher_syndrome_type_1B,SNP,13
Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Usher_syndrome_type_1B,DEL,1
Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Usher_syndrome_type_1B,INS,1
Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Usher_syndrome_type_1B;Autosomal_dominant_nonsyndromic_hearing_loss_11,SNP,3
Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Usher_syndrome_type_1B;MYO7A-related_disorder,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Usher_syndrome_type_1B;Usher_syndrome,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Usher_syndrome_type_1B;Usher_syndrome;Retinal_dystrophy,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1B,SNP,3
Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1B;Autosomal_dominant_nonsyndromic_hearing_loss_11;Nonsyndromic_genetic_hearing_loss;Usher_syndrome_type_1,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1B;Autosomal_dominant_nonsyndromic_hearing_loss_11;Retinitis_pigmentosa;Usher_syndrome_type_1;Pendred_syndrome,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1B;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome;Usher_syndrome_type_1,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1B;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1,SNP,7
Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1B;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1;Cohen_syndrome,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1B;Hearing_impairment;Retinal_dystrophy;Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;MYO7A-related_disorder,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1B;MYO7A-related_disorder;Usher_syndrome_type_1;Usher_syndrome,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1B;Meniere_disease;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1B;Rare_genetic_deafness;Usher_syndrome;MYO7A-related_disorder;Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1B;Retinal_dystrophy;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1B;Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11,SNP,5
Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1B;Usher_syndrome_type_1;MYO7A-related_disorder;Autosomal_dominant_nonsyndromic_hearing_loss_11,SNP,2
Autosomal_recessive_nonsyndromic_hearing_loss_3,SNP,566
Autosomal_recessive_nonsyndromic_hearing_loss_3,DEL,113
Autosomal_recessive_nonsyndromic_hearing_loss_3,INS,43
Autosomal_recessive_nonsyndromic_hearing_loss_30,SNP,144
Autosomal_recessive_nonsyndromic_hearing_loss_30,DEL,5
Autosomal_recessive_nonsyndromic_hearing_loss_30,INS,1
Autosomal_recessive_nonsyndromic_hearing_loss_30;Inborn_genetic_diseases,SNP,9
Autosomal_recessive_nonsyndromic_hearing_loss_30;MYO3A-related_disorder,SNP,2
Autosomal_recessive_nonsyndromic_hearing_loss_30;MYO3A-related_disorder;Inborn_genetic_diseases,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_31,SNP,8
Autosomal_recessive_nonsyndromic_hearing_loss_31,DEL,2
Autosomal_recessive_nonsyndromic_hearing_loss_31;Usher_syndrome;Usher_syndrome_type_2D,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_31;Usher_syndrome_type_2D,SNP,63
Autosomal_recessive_nonsyndromic_hearing_loss_31;Usher_syndrome_type_2D,DEL,2
Autosomal_recessive_nonsyndromic_hearing_loss_31;Usher_syndrome_type_2D,INS,1
Autosomal_recessive_nonsyndromic_hearing_loss_31;Usher_syndrome_type_2D,OTHER,1
Autosomal_recessive_nonsyndromic_hearing_loss_31;Usher_syndrome_type_2D;Hearing_impairment,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_31;Usher_syndrome_type_2D;Optic_atrophy,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_31;Usher_syndrome_type_2D;WHRN-related_disorder,SNP,2
Autosomal_recessive_nonsyndromic_hearing_loss_31;WHRN-related_disorder,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_35,SNP,86
Autosomal_recessive_nonsyndromic_hearing_loss_35,INS,1
Autosomal_recessive_nonsyndromic_hearing_loss_35;ESRRB-related_disorder,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_36,SNP,11
Autosomal_recessive_nonsyndromic_hearing_loss_36,DEL,6
"Autosomal_recessive_nonsyndromic_hearing_loss_36;Hearing_loss,_autosomal_recessive",DEL,1
Autosomal_recessive_nonsyndromic_hearing_loss_36;Inborn_genetic_diseases,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_36;Retinal_dystrophy,SNP,1
"Autosomal_recessive_nonsyndromic_hearing_loss_36;Usher_syndrome,_type_1M",SNP,4
"Autosomal_recessive_nonsyndromic_hearing_loss_36;Usher_syndrome,_type_1M",DEL,1
"Autosomal_recessive_nonsyndromic_hearing_loss_36;Usher_syndrome,_type_1M;Deafness,_without_vestibular_involvement,_autosomal_dominant",SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_37,SNP,12
Autosomal_recessive_nonsyndromic_hearing_loss_37,DEL,3
Autosomal_recessive_nonsyndromic_hearing_loss_37,INS,1
Autosomal_recessive_nonsyndromic_hearing_loss_37;Autosomal_dominant_nonsyndromic_hearing_loss_22,SNP,131
Autosomal_recessive_nonsyndromic_hearing_loss_37;Autosomal_dominant_nonsyndromic_hearing_loss_22;Inborn_genetic_diseases,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_37;Autosomal_dominant_nonsyndromic_hearing_loss_22;MYO6-related_disorder,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_37;Inborn_genetic_diseases;Autosomal_dominant_nonsyndromic_hearing_loss_22,SNP,3
Autosomal_recessive_nonsyndromic_hearing_loss_39,SNP,7
Autosomal_recessive_nonsyndromic_hearing_loss_39,DEL,2
Autosomal_recessive_nonsyndromic_hearing_loss_39;HGF-related_disorder,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_3;Congenital_sensorineural_hearing_impairment,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_3;Ear_malformation,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_3;Hearing_impairment,SNP,5
Autosomal_recessive_nonsyndromic_hearing_loss_3;Hearing_impairment,DEL,1
Autosomal_recessive_nonsyndromic_hearing_loss_3;Hearing_impairment,INS,1
"Autosomal_recessive_nonsyndromic_hearing_loss_3;Hearing_loss,_autosomal_recessive",SNP,4
"Autosomal_recessive_nonsyndromic_hearing_loss_3;Hearing_loss,_autosomal_recessive;Hearing_impairment",SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_3;Inborn_genetic_diseases,SNP,16
Autosomal_recessive_nonsyndromic_hearing_loss_3;Inborn_genetic_diseases,INS,1
Autosomal_recessive_nonsyndromic_hearing_loss_3;Inborn_genetic_diseases;MYO15A-related_disorder,SNP,2
Autosomal_recessive_nonsyndromic_hearing_loss_3;Intellectual_disability,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_3;MYO15A-related_disorder,SNP,8
Autosomal_recessive_nonsyndromic_hearing_loss_3;MYO15A-related_disorder,DEL,1
Autosomal_recessive_nonsyndromic_hearing_loss_3;MYO15A-related_disorder,INS,1
Autosomal_recessive_nonsyndromic_hearing_loss_3;MYO15A-related_disorder;Ear_malformation,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_3;MYO15A-related_disorder;Inborn_genetic_diseases,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_3;MYO15A-related_disorder;Nonsyndromic_genetic_hearing_loss,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_3;Rare_genetic_deafness,SNP,2
Autosomal_recessive_nonsyndromic_hearing_loss_3;Rare_genetic_deafness,DEL,1
Autosomal_recessive_nonsyndromic_hearing_loss_3;Rare_genetic_deafness,INS,1
Autosomal_recessive_nonsyndromic_hearing_loss_3;Rare_genetic_deafness;MYO15A-related_disorder,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_3;Rare_genetic_deafness;Nonsyndromic_genetic_hearing_loss;Hearing_impairment,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_3;Sensorineural_hearing_loss_disorder,INS,1
Autosomal_recessive_nonsyndromic_hearing_loss_4,SNP,145
Autosomal_recessive_nonsyndromic_hearing_loss_4,DEL,49
Autosomal_recessive_nonsyndromic_hearing_loss_4,INS,24
Autosomal_recessive_nonsyndromic_hearing_loss_42,SNP,19
Autosomal_recessive_nonsyndromic_hearing_loss_42,DEL,7
Autosomal_recessive_nonsyndromic_hearing_loss_42,INS,2
Autosomal_recessive_nonsyndromic_hearing_loss_42;Hearing_impairment,SNP,1
"Autosomal_recessive_nonsyndromic_hearing_loss_42;Hearing_loss,_autosomal_recessive",SNP,2
Autosomal_recessive_nonsyndromic_hearing_loss_42;Inborn_genetic_diseases,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_48,DEL,5
Autosomal_recessive_nonsyndromic_hearing_loss_48,SNP,5
Autosomal_recessive_nonsyndromic_hearing_loss_48,INS,2
"Autosomal_recessive_nonsyndromic_hearing_loss_48;Hearing_loss,_autosomal_recessive",SNP,1
"Autosomal_recessive_nonsyndromic_hearing_loss_48;Hearing_loss,_autosomal_recessive;Usher_syndrome_type_1J",SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_48;Usher_syndrome_type_1J,SNP,2
Autosomal_recessive_nonsyndromic_hearing_loss_49,SNP,52
Autosomal_recessive_nonsyndromic_hearing_loss_49,DEL,11
Autosomal_recessive_nonsyndromic_hearing_loss_49,INS,4
Autosomal_recessive_nonsyndromic_hearing_loss_49;Hearing_impairment,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_4;EAST_syndrome,SNP,53
Autosomal_recessive_nonsyndromic_hearing_loss_4;EAST_syndrome,INS,1
Autosomal_recessive_nonsyndromic_hearing_loss_4;EAST_syndrome;Inborn_genetic_diseases,SNP,2
Autosomal_recessive_nonsyndromic_hearing_loss_4;EAST_syndrome;Pendred_syndrome,SNP,2
"Autosomal_recessive_nonsyndromic_hearing_loss_4;Hearing_loss,_autosomal_recessive",DEL,1
Autosomal_recessive_nonsyndromic_hearing_loss_4;Inborn_genetic_diseases;EAST_syndrome,SNP,4
Autosomal_recessive_nonsyndromic_hearing_loss_4;Inborn_genetic_diseases;Hearing_impairment;Pendred_syndrome;SLC26A4-related_disorder,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_4;Inborn_genetic_diseases;Pendred_syndrome,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_4;Pendred_syndrome,SNP,126
Autosomal_recessive_nonsyndromic_hearing_loss_4;Pendred_syndrome,DEL,12
Autosomal_recessive_nonsyndromic_hearing_loss_4;Pendred_syndrome,INS,7
Autosomal_recessive_nonsyndromic_hearing_loss_4;Pendred_syndrome;EAST_syndrome,SNP,4
Autosomal_recessive_nonsyndromic_hearing_loss_4;Pendred_syndrome;EAST_syndrome;Inborn_genetic_diseases,SNP,2
Autosomal_recessive_nonsyndromic_hearing_loss_4;Pendred_syndrome;Hearing_impairment,SNP,1
"Autosomal_recessive_nonsyndromic_hearing_loss_4;Pendred_syndrome;Hearing_loss,_autosomal_recessive",SNP,2
Autosomal_recessive_nonsyndromic_hearing_loss_4;Pendred_syndrome;Inborn_genetic_diseases,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_4;Pendred_syndrome;Rare_genetic_deafness,SNP,6
Autosomal_recessive_nonsyndromic_hearing_loss_4;Pendred_syndrome;SLC26A4-related_disorder,SNP,2
Autosomal_recessive_nonsyndromic_hearing_loss_4;Rare_genetic_deafness,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_4;SLC26A4-related_disorder;Pendred_syndrome,SNP,2
Autosomal_recessive_nonsyndromic_hearing_loss_4;Sensorineural_hearing_loss_disorder,SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_53,SNP,11
Autosomal_recessive_nonsyndromic_hearing_loss_53,DEL,2
Autosomal_recessive_nonsyndromic_hearing_loss_53,INS,1
"Autosomal_recessive_nonsyndromic_hearing_loss_53;Autosomal_dominant_nonsyndromic_hearing_loss_13;Fibrochondrogenesis_2;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive",SNP,1
"Autosomal_recessive_nonsyndromic_hearing_loss_53;Autosomal_dominant_nonsyndromic_hearing_loss_13;Fibrochondrogenesis_2;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant",INS,1
"Autosomal_recessive_nonsyndromic_hearing_loss_53;Autosomal_dominant_nonsyndromic_hearing_loss_13;Fibrochondrogenesis_2;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;Stickler_Syndrome,_Dominant",SNP,1
Autosomal_recessive_nonsyndromic_hearing_loss_53;Autosomal_dominant_nonsyndromic_hearing_loss_13;Hearing_impairment,SNP,1
"Autosomal_recessive_nonsyndromic_hearing_loss_53;Autosomal_dominant_nonsyndromic_hearing_loss_13;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Fibrochondrogenesis_2",SNP,2
"Autosomal_recessive_nonsyndromic_hearing_loss_53;Autosomal_dominant_nonsyndromic_hearing_loss_13;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;Fibrochondrogenesis_2",SNP,2
"Autosomal_recessive_nonsyndromic_hearing_loss_53;Autosomal_dominant_nonsyndromic_hearing_loss_13;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;Fibrochondrogenesis_2;COL11A2-related_disorder;Stickler_Syndrome,_Dominant",SNP,1
"Autosomal_recessive_nonsyndromic_hearing_loss_53;Autosomal_dominant_nonsyndromic_hearing_loss_13;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;Fibrochondrogenesis_2;Connective_tissue_disorder",SNP,1
"Autosomal_recessive_nonsyndromic_hearing_loss_53;Autosomal_dominant_nonsyndromic_hearing_loss_13;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;Fibrochondrogenesis_2;Connective_tissue_disorder;Stickler_Syndrome,_Dominant",SNP,1
"Autosomal_recessive_nonsyndromic_hearing_loss_53;Autosomal_dominant_nonsyndromic_hearing_loss_13;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;Fibrochondrogenesis_2;Inborn_genetic_diseases",SNP,1
"Autosomal_recessive_nonsyndromic_hearing_loss_53;Fibrochondrogenesis_2;Autosomal_dominant_nonsyndromic_hearing_loss_13;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;Stickler_Syndrome,_Dominant",SNP,5
"Autosomal_recessive_nonsyndromic_hearing_loss_53;Fibrochondrogenesis_2;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;Autosomal_dominant_nonsyndromic_hearing_loss_13;Hearing_impairment",SNP,1
"Autosomal_recessive_nonsyndromic_hearing_loss_53;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Autosomal_dominant_nonsyndromic_hearing_loss_13;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;Fibrochondrogenesis_2",SNP,1
"Autosomal_recessive_nonsyndromic_hearing_loss_53;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Autosomal_dominant_nonsyndromic_hearing_loss_13;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;Fibrochondrogenesis_2;COL11A2-related_disorder",SNP,1
"Autosomal_recessive_nonsyndromic_hearing_loss_53;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Fibrochondrogenesis_2;Autosomal_dominant_nonsyndromic_hearing_loss_13;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant",SNP,2
"Autosomal_recessive_nonsyndromic_hearing_loss_53;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Fibrochondrogenesis_2;Autosomal_dominant_nonsyndromic_hearing_loss_13;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;Inborn_genetic_diseases",SNP,1
"Autosomal_recessive_nonsyndromic_hearing_loss_53;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;Autosomal_dominant_nonsyndromic_hearing_loss_13;Fibrochondrogenesis_2",SNP,1
