disease_names,tt,count
CDH23-related_disorder;Inborn_genetic_diseases;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1D,transition,1
CDH23-related_disorder;Inborn_genetic_diseases;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1D,transition,1
CDH23-related_disorder;Inborn_genetic_diseases;Usher_syndrome_type_1;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12,transition,2
"CDH23-related_disorder;Pituitary_adenoma_5,_multiple_types;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1;Usher_syndrome_type_1D",transition,1
"CDH23-related_disorder;Pituitary_adenoma_5,_multiple_types;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1D;Rare_genetic_deafness",transition,1
"CDH23-related_disorder;Pituitary_adenoma_5,_multiple_types;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1D;Retinal_dystrophy;Usher_syndrome_type_1;Hearing_impairment",transition,1
"CDH23-related_disorder;Rare_genetic_deafness;Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types;Autosomal_recessive_nonsyndromic_hearing_loss_12;Hearing_loss,_autosomal_recessive;Retinal_dystrophy;Usher_syndrome_type_1",transition,1
CDH23-related_disorder;Usher_syndrome_type_1,transition,6
CDH23-related_disorder;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_12,transversion,1
CDH23-related_disorder;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1D,transition,5
CDH23-related_disorder;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1D,transversion,1
CDH23-related_disorder;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1D;Optic_atrophy,transversion,1
"CDH23-related_disorder;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types",transition,1
CDH23-related_disorder;Usher_syndrome_type_1;Cone-rod_dystrophy;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12,transition,1
CDH23-related_disorder;Usher_syndrome_type_1;Inborn_genetic_diseases;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1D,transition,1
CDH23-related_disorder;Usher_syndrome_type_1;Rare_genetic_deafness,transition,1
CDH23-related_disorder;Usher_syndrome_type_1;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12,transition,3
CDH23-related_disorder;Usher_syndrome_type_1;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12,transversion,1
CDH23-related_disorder;Usher_syndrome_type_1;VATER_association;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1D,transition,1
CDH23-related_disorder;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12,transition,3
CDH23-related_disorder;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12,transversion,1
"CDH23-related_disorder;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12;Pituitary_adenoma_5,_multiple_types;Usher_syndrome;Rare_genetic_deafness;Usher_syndrome_type_1",transition,1
"CDH23-related_disorder;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12;Pituitary_adenoma_5,_multiple_types;Usher_syndrome_type_1",transition,1
CDH23-related_disorder;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome;Inborn_genetic_diseases,transition,1
CDH23-related_disorder;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome;Usher_syndrome_type_1,transition,1
CDH23-related_disorder;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1,transition,3
"CDH23-related_disorder;Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1",transversion,1
CDH23-related_disorder;Usher_syndrome_type_1D;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_12,transition,1
CLDN14-related_disorder;Autosomal_recessive_nonsyndromic_hearing_loss_29,transition,1
CLIC5-related_disorder;Autosomal_recessive_nonsyndromic_hearing_loss_103,transition,1
COCH-related_disorder;Autosomal_dominant_nonsyndromic_hearing_loss_9,transition,3
COCH-related_disorder;Autosomal_dominant_nonsyndromic_hearing_loss_9,transversion,1
COCH-related_disorder;Nonsyndromic_genetic_hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_9,transition,1
"COL11A1-related_disorder;Fibrochondrogenesis_1;Hearing_loss,_autosomal_dominant_37;Marshall_syndrome;Intervertebral_disc_disorder;Stickler_syndrome_type_2;Inborn_genetic_diseases",transition,1
"COL11A1-related_disorder;Marshall_syndrome;Intervertebral_disc_disorder;Fibrochondrogenesis_1;Hearing_loss,_autosomal_dominant_37;Stickler_syndrome_type_2",transition,1
"COL11A1-related_disorder;Marshall_syndrome;Stickler_syndrome_type_2;Hearing_loss,_autosomal_dominant_37;Intervertebral_disc_disorder;Fibrochondrogenesis_1",transition,1
COL11A2-related_disorder;Autosomal_dominant_nonsyndromic_hearing_loss_13;Rare_genetic_deafness,transition,1
"COL11A2-related_disorder;Inborn_genetic_diseases;Fibrochondrogenesis_2;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Hearing_impairment",transition,1
"COL11A2-related_disorder;Stickler_Syndrome,_Dominant;Connective_tissue_disorder;Autosomal_dominant_nonsyndromic_hearing_loss_13;Autosomal_recessive_nonsyndromic_hearing_loss_53;Fibrochondrogenesis_2;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant",transversion,1
COL4A3-related_disorder;Autosomal_recessive_Alport_syndrome;Benign_familial_hematuria;Autosomal_dominant_Alport_syndrome;Alport_syndrome;Hearing_impairment,transition,1
"COL4A6-related_disorder;Hearing_loss,_X-linked_6",transition,6
COQ6-related_disorder;Familial_steroid-resistant_nephrotic_syndrome_with_sensorineural_deafness,transition,1
CRB1-related_disorder;CRB1-related_maculopathy;Macular_dystrophy;Retinal_dystrophy;Leber_congenital_amaurosis_8;Retinitis_pigmentosa_12;Pigmented_paravenous_retinochoroidal_atrophy;Retinitis_pigmentosa;Retinitis_pigmentosa-deafness_syndrome;Cone-rod_dystrophy,transition,1
"Cardiovascular_phenotype;Alagille_syndrome_due_to_a_JAG1_point_mutation;Charcot-Marie-Tooth_disease,_axonal,_Type_2HH;Tetralogy_of_Fallot;Deafness,_congenital_heart_defects,_and_posterior_embryotoxon",transition,3
"Cardiovascular_phenotype;Alagille_syndrome_due_to_a_JAG1_point_mutation;Deafness,_congenital_heart_defects,_and_posterior_embryotoxon;Charcot-Marie-Tooth_disease,_axonal,_Type_2HH;Tetralogy_of_Fallot",transition,1
"Cardiovascular_phenotype;Alagille_syndrome_due_to_a_JAG1_point_mutation;Deafness,_congenital_heart_defects,_and_posterior_embryotoxon;Tetralogy_of_Fallot;Charcot-Marie-Tooth_disease,_axonal,_Type_2HH",transition,1
"Cardiovascular_phenotype;Alagille_syndrome_due_to_a_JAG1_point_mutation;Deafness,_congenital_heart_defects,_and_posterior_embryotoxon;Tetralogy_of_Fallot;Charcot-Marie-Tooth_disease,_axonal,_Type_2HH",transversion,1
"Cardiovascular_phenotype;Alagille_syndrome_due_to_a_JAG1_point_mutation;Tetralogy_of_Fallot;Charcot-Marie-Tooth_disease,_axonal,_Type_2HH;Deafness,_congenital_heart_defects,_and_posterior_embryotoxon",transition,1
"Cardiovascular_phenotype;Alagille_syndrome_due_to_a_JAG1_point_mutation;Tetralogy_of_Fallot;Charcot-Marie-Tooth_disease,_axonal,_Type_2HH;Deafness,_congenital_heart_defects,_and_posterior_embryotoxon",transversion,1
"Cardiovascular_phenotype;Alagille_syndrome_due_to_a_JAG1_point_mutation;Tetralogy_of_Fallot;Charcot-Marie-Tooth_disease,_axonal,_Type_2HH;Deafness,_congenital_heart_defects,_and_posterior_embryotoxon;Scoliosis;Pes_planus;Aortic_dilatation",transition,1
"Cardiovascular_phenotype;Alagille_syndrome_due_to_a_JAG1_point_mutation;Tetralogy_of_Fallot;Deafness,_congenital_heart_defects,_and_posterior_embryotoxon;Charcot-Marie-Tooth_disease,_axonal,_Type_2HH",transition,9
"Cardiovascular_phenotype;Alagille_syndrome_due_to_a_JAG1_point_mutation;Tetralogy_of_Fallot;Deafness,_congenital_heart_defects,_and_posterior_embryotoxon;Charcot-Marie-Tooth_disease,_axonal,_Type_2HH",transversion,1
Cardiovascular_phenotype;Autosomal_dominant_nonsyndromic_hearing_loss_10;Dilated_cardiomyopathy_1J,transversion,4
Cardiovascular_phenotype;Autosomal_dominant_nonsyndromic_hearing_loss_10;Dilated_cardiomyopathy_1J,transition,1
"Cardiovascular_phenotype;Charcot-Marie-Tooth_disease,_axonal,_Type_2HH;Alagille_syndrome_due_to_a_JAG1_point_mutation;Tetralogy_of_Fallot;Deafness,_congenital_heart_defects,_and_posterior_embryotoxon",transition,1
Cardiovascular_phenotype;Dilated_cardiomyopathy_1J;Autosomal_dominant_nonsyndromic_hearing_loss_10,transition,1
Cardiovascular_phenotype;Dilated_cardiomyopathy_1J;Autosomal_dominant_nonsyndromic_hearing_loss_10,transversion,1
"Cardiovascular_phenotype;Isolated_Nonsyndromic_Congenital_Heart_Disease;JAG1-related_disorder;Deafness,_congenital_heart_defects,_and_posterior_embryotoxon;Alagille_syndrome_due_to_a_JAG1_point_mutation;Tetralogy_of_Fallot;Charcot-Marie-Tooth_disease,_axonal,_Type_2HH",transition,1
"Cardiovascular_phenotype;JAG1-related_disorder;Alagille_syndrome_due_to_a_JAG1_point_mutation;Tetralogy_of_Fallot;Deafness,_congenital_heart_defects,_and_posterior_embryotoxon;Charcot-Marie-Tooth_disease,_axonal,_Type_2HH",transition,1
Cataract-growth_hormone_deficiency-sensory_neuropathy-sensorineural_hearing_loss-skeletal_dysplasia_syndrome;growth_hormone_deficiency_with_short_stature;partial_sensorineural_deafness;Cataract;Peripheral_neuropathy,transition,1
Cataract_41;Autosomal_dominant_nonsyndromic_hearing_loss_6;Type_2_diabetes_mellitus;Wolfram-like_syndrome;Wolfram_syndrome_1,transition,1
Cataract_41;Autosomal_dominant_nonsyndromic_hearing_loss_6;Type_2_diabetes_mellitus;Wolfram_syndrome_1;Wolfram-like_syndrome,transition,2
Cataract_41;Autosomal_dominant_nonsyndromic_hearing_loss_6;Type_2_diabetes_mellitus;Wolfram_syndrome_1;Wolfram-like_syndrome,transversion,2
Cataract_41;Autosomal_dominant_nonsyndromic_hearing_loss_6;Wolfram-like_syndrome;Type_2_diabetes_mellitus;Wolfram_syndrome_1,transition,3
Cataract_41;Autosomal_dominant_nonsyndromic_hearing_loss_6;Wolfram-like_syndrome;Type_2_diabetes_mellitus;Wolfram_syndrome_1,transversion,1
Cataract_41;Wolfram_syndrome_1;Autosomal_dominant_nonsyndromic_hearing_loss_6;Type_2_diabetes_mellitus;Wolfram-like_syndrome,transition,18
Cataract_41;Wolfram_syndrome_1;Autosomal_dominant_nonsyndromic_hearing_loss_6;Type_2_diabetes_mellitus;Wolfram-like_syndrome,transversion,4
Cataract_41;Wolfram_syndrome_1;Autosomal_dominant_nonsyndromic_hearing_loss_6;Type_2_diabetes_mellitus;Wolfram-like_syndrome;Inborn_genetic_diseases,transition,4
Cataract_41;Wolfram_syndrome_1;Autosomal_dominant_nonsyndromic_hearing_loss_6;Type_2_diabetes_mellitus;Wolfram-like_syndrome;Inborn_genetic_diseases,transversion,1
Cataract_41;Wolfram_syndrome_1;Autosomal_dominant_nonsyndromic_hearing_loss_6;Type_2_diabetes_mellitus;Wolfram-like_syndrome;Spastic_ataxia,transition,1
Cataract_41;Wolfram_syndrome_1;Autosomal_dominant_nonsyndromic_hearing_loss_6;Type_2_diabetes_mellitus;Wolfram-like_syndrome;WFS1-related_disorder,transition,1
Cataract_41;Wolfram_syndrome_1;Autosomal_dominant_nonsyndromic_hearing_loss_6;Type_2_diabetes_mellitus;Wolfram-like_syndrome;WFS1-related_disorder,transversion,1
Cataract_41;Wolfram_syndrome_1;Autosomal_dominant_nonsyndromic_hearing_loss_6;Type_2_diabetes_mellitus;Wolfram-like_syndrome;WFS1-related_disorder;Inborn_genetic_diseases,transition,1
Cataract_41;Wolfram_syndrome_1;Wolfram-like_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_6;Type_2_diabetes_mellitus,transition,5
Cataract_41;Wolfram_syndrome_1;Wolfram-like_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_6;Type_2_diabetes_mellitus,transversion,2
Cataract_41;Wolfram_syndrome_1;Wolfram-like_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_6;Type_2_diabetes_mellitus;WFS1-Related_Spectrum_Disorders,transition,1
Cataract_41;Wolfram_syndrome_1;Wolfram-like_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_6;Type_2_diabetes_mellitus;WFS1-Related_Spectrum_Disorders;Inborn_genetic_diseases,transversion,1
Cataract_41;Wolfram_syndrome_1;Wolfram-like_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_6;Type_2_diabetes_mellitus;WFS1-related_disorder,transition,1
"Charcot-Marie-Tooth_Neuropathy_X;Arts_syndrome;Hearing_loss,_X-linked_1;Charcot-Marie-Tooth_disease_X-linked_recessive_5;Phosphoribosylpyrophosphate_synthetase_superactivity;Nephrolithiasis/nephrocalcinosis",transition,1
"Charcot-Marie-Tooth_Neuropathy_X;Charcot-Marie-Tooth_disease_X-linked_recessive_5;Arts_syndrome;Phosphoribosylpyrophosphate_synthetase_superactivity;Hearing_loss,_X-linked_1",transition,1
"Charcot-Marie-Tooth_Neuropathy_X;Combined_oxidative_phosphorylation_deficiency;Charcot-Marie-Tooth_disease_X-linked_recessive_4;Deafness,_X-linked_5;Severe_X-linked_mitochondrial_encephalomyopathy;Inborn_genetic_diseases",transversion,1
"Charcot-Marie-Tooth_Neuropathy_X;Hearing_loss,_X-linked_1;Arts_syndrome;Charcot-Marie-Tooth_disease_X-linked_recessive_5;Phosphoribosylpyrophosphate_synthetase_superactivity",transversion,1
"Charcot-Marie-Tooth_Neuropathy_X;Hearing_loss,_X-linked_1;Phosphoribosylpyrophosphate_synthetase_superactivity;Arts_syndrome;Charcot-Marie-Tooth_disease_X-linked_recessive_5",transition,1
"Charcot-Marie-Tooth_disease,_axonal,_Type_2HH;Alagille_syndrome_due_to_a_JAG1_point_mutation;Deafness,_congenital_heart_defects,_and_posterior_embryotoxon;Tetralogy_of_Fallot;Cardiovascular_phenotype",transition,2
"Charcot-Marie-Tooth_disease,_axonal,_Type_2HH;Alagille_syndrome_due_to_a_JAG1_point_mutation;Deafness,_congenital_heart_defects,_and_posterior_embryotoxon;Tetralogy_of_Fallot;Cardiovascular_phenotype;Isolated_Nonsyndromic_Congenital_Heart_Disease",transition,1
"Charcot-Marie-Tooth_disease,_axonal,_Type_2HH;Alagille_syndrome_due_to_a_JAG1_point_mutation;Deafness,_congenital_heart_defects,_and_posterior_embryotoxon;Tetralogy_of_Fallot;Isolated_Nonsyndromic_Congenital_Heart_Disease;Cardiovascular_phenotype",transition,2
"Charcot-Marie-Tooth_disease,_axonal,_Type_2HH;Deafness,_congenital_heart_defects,_and_posterior_embryotoxon;Alagille_syndrome_due_to_a_JAG1_point_mutation;Tetralogy_of_Fallot;Cardiovascular_phenotype",transition,1
"Charcot-Marie-Tooth_disease,_axonal,_Type_2HH;Deafness,_congenital_heart_defects,_and_posterior_embryotoxon;Tetralogy_of_Fallot;Alagille_syndrome_due_to_a_JAG1_point_mutation",transversion,1
"Charcot-Marie-Tooth_disease,_axonal,_Type_2HH;Tetralogy_of_Fallot;Deafness,_congenital_heart_defects,_and_posterior_embryotoxon;Alagille_syndrome_due_to_a_JAG1_point_mutation;Cardiovascular_phenotype",transition,1
"Charcot-Marie-Tooth_disease,_axonal,_Type_2HH;Tetralogy_of_Fallot;Deafness,_congenital_heart_defects,_and_posterior_embryotoxon;Alagille_syndrome_due_to_a_JAG1_point_mutation;Cardiovascular_phenotype;Isolated_Nonsyndromic_Congenital_Heart_Disease",transition,1
"Charcot-Marie-Tooth_disease,_axonal,_Type_2HH;Tetralogy_of_Fallot;Deafness,_congenital_heart_defects,_and_posterior_embryotoxon;Alagille_syndrome_due_to_a_JAG1_point_mutation;Cardiovascular_phenotype;Isolated_Nonsyndromic_Congenital_Heart_Disease",transversion,1
"Charcot-Marie-Tooth_disease,_axonal,_Type_2HH;Tetralogy_of_Fallot;Deafness,_congenital_heart_defects,_and_posterior_embryotoxon;Alagille_syndrome_due_to_a_JAG1_point_mutation;Cardiovascular_phenotype;Isolated_Nonsyndromic_Congenital_Heart_Disease;JAG1-related_disorder",transition,1
Charcot-Marie-Tooth_disease;Hereditary_sensory_neuropathy-deafness-dementia_syndrome,transversion,1
"Charcot-Marie-Tooth_disease;Hereditary_sensory_neuropathy-deafness-dementia_syndrome;Autosomal_dominant_cerebellar_ataxia,_deafness_and_narcolepsy",transition,1
"Charcot-Marie-Tooth_disease_X-linked_recessive_4;Deafness,_X-linked_5;Spondyloepimetaphyseal_dysplasia,_Bieganski_type;Severe_X-linked_mitochondrial_encephalomyopathy;Charcot-Marie-Tooth_Neuropathy_X;Combined_oxidative_phosphorylation_deficiency",transition,1
"Charcot-Marie-Tooth_disease_X-linked_recessive_4;Severe_X-linked_mitochondrial_encephalomyopathy;Deafness,_X-linked_5;Spondyloepimetaphyseal_dysplasia,_Bieganski_type;Combined_oxidative_phosphorylation_deficiency;Charcot-Marie-Tooth_Neuropathy_X;AIFM1-related_disorder",transition,1
"Charcot-Marie-Tooth_disease_X-linked_recessive_5;Hearing_loss,_X-linked_1;Arts_syndrome;Phosphoribosylpyrophosphate_synthetase_superactivity",transition,1
"Charcot-Marie-Tooth_disease_X-linked_recessive_5;Hearing_loss,_X-linked_1;Arts_syndrome;Phosphoribosylpyrophosphate_synthetase_superactivity",transversion,1
Childhood_onset_hearing_loss,transition,9
Childhood_onset_hearing_loss,transversion,5
Childhood_onset_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_23;PCDH15-related_disorder;Retinal_dystrophy;Usher_syndrome_type_1F,transversion,1
Childhood_onset_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_3,transition,1
Childhood_onset_hearing_loss;Usher_syndrome_type_1,transition,1
Childhood_onset_hearing_loss;Usher_syndrome_type_1D,transition,1
"Cholestasis,_progressive_familial_intrahepatic,_12;Arthrogryposis,_renal_dysfunction,_and_cholestasis_1;Keratoderma-ichthyosis-deafness_syndrome,_autosomal_recessive",transition,3
"Cholestasis,_progressive_familial_intrahepatic,_12;Arthrogryposis,_renal_dysfunction,_and_cholestasis_1;Keratoderma-ichthyosis-deafness_syndrome,_autosomal_recessive;Inborn_genetic_diseases",transversion,2
"Cholestasis,_progressive_familial_intrahepatic,_12;Arthrogryposis,_renal_dysfunction,_and_cholestasis_1;Keratoderma-ichthyosis-deafness_syndrome,_autosomal_recessive;Inborn_genetic_diseases",transition,1
"Cholestasis,_progressive_familial_intrahepatic,_12;Arthrogryposis,_renal_dysfunction,_and_cholestasis_1;Keratoderma-ichthyosis-deafness_syndrome,_autosomal_recessive;VPS33B-related_disorder",transition,2
"Cholestasis,_progressive_familial_intrahepatic,_12;Keratoderma-ichthyosis-deafness_syndrome,_autosomal_recessive;Arthrogryposis,_renal_dysfunction,_and_cholestasis_1",transition,28
"Cholestasis,_progressive_familial_intrahepatic,_12;Keratoderma-ichthyosis-deafness_syndrome,_autosomal_recessive;Arthrogryposis,_renal_dysfunction,_and_cholestasis_1",transversion,24
"Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Familial_cold_autoinflammatory_syndrome_1",transition,8
